timestamp,mode,keygen,sign,verify,rejections
2025-06-01 16:12:08,5,0.212,0.361,0.230,0
2025-06-01 16:12:08,5,0.213,0.361,0.230,0
2025-06-01 16:12:09,5,0.212,0.362,0.230,0
2025-06-01 16:12:10,5,0.212,0.362,0.229,0
2025-06-01 16:12:10,5,0.212,0.362,0.229,0
2025-06-01 16:12:11,5,0.212,0.361,0.230,0
2025-06-01 16:12:12,5,0.213,0.363,0.230,0
2025-06-01 16:12:12,5,0.212,0.363,0.229,0
2025-06-01 16:12:13,5,0.212,0.362,0.230,0
2025-06-01 16:12:14,5,0.213,0.362,0.229,0
2025-06-01 16:12:14,5,0.212,0.361,0.229,0
2025-06-01 16:12:15,5,0.213,0.361,0.229,0
2025-06-01 16:12:16,5,0.212,0.362,0.230,0
2025-06-01 16:12:16,5,0.211,0.362,0.229,0
2025-06-01 16:12:17,5,0.213,0.363,0.230,0
2025-06-01 16:12:18,5,0.213,0.361,0.229,0
2025-06-01 16:12:18,5,0.212,0.362,0.230,0
2025-06-01 16:12:19,5,0.213,0.361,0.229,0
2025-06-01 16:12:20,5,0.212,0.363,0.231,0
2025-06-01 16:12:20,5,0.214,0.362,0.230,0
2025-06-01 16:12:21,5,0.212,0.363,0.230,0
2025-06-01 16:12:22,5,0.214,0.362,0.231,0
2025-06-01 16:12:22,5,0.212,0.361,0.231,0
2025-06-01 16:12:23,5,0.211,0.361,0.231,0
2025-06-01 16:12:24,5,0.214,0.366,0.230,0
2025-06-01 16:12:24,5,0.212,0.363,0.229,0
2025-06-01 16:12:25,5,0.212,0.362,0.229,0
2025-06-01 16:12:26,5,0.215,0.365,0.232,0
2025-06-01 16:12:26,5,0.213,0.361,0.229,0
2025-06-01 16:12:27,5,0.212,0.362,0.230,0
2025-06-01 16:12:28,5,0.212,0.363,0.229,0
2025-06-01 16:12:28,5,0.212,0.363,0.230,0
2025-06-01 16:12:29,5,0.213,0.362,0.229,0
2025-06-01 16:12:30,5,0.215,0.365,0.232,0
2025-06-01 16:12:30,5,0.212,0.362,0.229,0
2025-06-01 16:12:31,5,0.211,0.362,0.229,0
